operator,input_shapes,input_dtypes,call_count
aten::add,"[[38],[38],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[39],[39],[],[39]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[39],[39],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[3],[3],[],[3]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[3],[3],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[4096],[4096],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[40],[40],[],[40]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[40],[40],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[40],[40],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[41],[41],[],[41]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[41],[41],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[42],[42],[],[42]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[42],[42],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[42],[42],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[43],[43],[],[43]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[43],[43],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[44],[44],[],[44]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[44],[44],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[44],[44],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[45],[45],[],[45]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[45],[45],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[46],[46],[],[46]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[46],[46],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[46],[46],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[47],[47],[],[47]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[47],[47],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[48],[48],[],[48]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[48],[48],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[48],[48],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[49],[49],[],[49]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[49],[49],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[4],[4],[],[4]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[4],[4],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[4],[4],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[5089],[5089],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[50],[50],[],[50]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[50],[50],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[50],[50],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[51],[51],[],[51]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[51],[51],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[52],[52],[],[52]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[52],[52],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[52],[52],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[53],[53],[],[53]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[53],[53],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[54],[54],[],[54]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[54],[54],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[54],[54],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[55],[55],[],[55]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[55],[55],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[56],[56],[],[56]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[56],[56],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[56],[56],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[57],[57],[],[57]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[57],[57],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[58],[58],[],[58]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[58],[58],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[58],[58],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[59],[59],[],[59]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[59],[59],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[5],[5],[],[5]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[5],[5],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[60],[60],[],[60]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[60],[60],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[60],[60],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[61],[61],[],[61]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[61],[61],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[62],[62],[],[62]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[62],[62],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[62],[62],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[6],[6],[],[6]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[6],[6],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[6],[6],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[7],[7],[],[7]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[7],[7],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[8],[8],[],[8]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[8],[8],[]]","[""int"",""int"",""Scalar""]",1
aten::add,"[[8],[8],[]]","[""long int"",""long int"",""Scalar""]",1
aten::add,"[[9],[9],[],[9]]","[""int"",""int"",""Scalar"",""int""]",1
aten::add,"[[9],[9],[]]","[""int"",""int"",""Scalar""]",1
aten::alias,"[[10,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[11,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[12,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[13,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[14,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[15,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[16,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[17,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[18,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[19,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[2,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[20,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[21,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[22,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[23,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[24,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[25,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[26,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[27,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[28,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[29,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[3,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[30,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[31,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[32,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[33,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[34,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[35,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[36,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[37,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[38,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[39,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[4,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[40,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[41,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[42,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[43,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[44,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[45,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[46,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[47,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[48,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[49,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[5,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[50,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[51,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[52,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[53,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[54,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[55,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[56,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[57,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[58,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[59,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[6,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[60,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[61,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[62,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[7,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[8,248320]]","[""c10::BFloat16""]",1
aten::alias,"[[9,248320]]","[""c10::BFloat16""]",1
aten::argmax,"[[10,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[11,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[12,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[13,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[14,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[15,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[16,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[17,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[18,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[19,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[2,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[20,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[21,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[22,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[23,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[24,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[25,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[26,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[27,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[28,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[29,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[3,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[30,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[31,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[32,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[33,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[34,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[35,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[36,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[37,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[38,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[39,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[4,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[40,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[41,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[42,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[43,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[44,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[45,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[46,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[47,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[48,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[49,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[5,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[50,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[51,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[52,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[53,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[54,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[55,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[56,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[57,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[58,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[59,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[6,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[60,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[61,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[62,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[7,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[8,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::argmax,"[[9,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",1
aten::as_strided,"[[1,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[1,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[1,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[10,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[10,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[10,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[11,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[11,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[11,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[12,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[12,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[12,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[13,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[13,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[13,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[14,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[14,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[14,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[15,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[15,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[15,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[16,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[16,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[16,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[17,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[17,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[17,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[18,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[18,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[18,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[19,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[19,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[19,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[2,10,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,11,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,12,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,13,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,14,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,15,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,16,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,17,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,18,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,19,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,2,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,20,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[2,21,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,22,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,23,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,24,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[2,25,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,26,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,27,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,28,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,29,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,3,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,30,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,31,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,32,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[2,33,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,34,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,35,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,36,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,37,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,38,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,39,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,4,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,40,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,41,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,42,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,43,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,44,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,45,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,46,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,47,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,48,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,49,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,5,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,50,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,51,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,52,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,53,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,54,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,55,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,56,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,57,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,58,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,59,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,6,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,60,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,61,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,62,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,7,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,8,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[2,9,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[20,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[20,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[20,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[21,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[21,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[21,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",1
aten::as_strided,"[[22,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[22,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",1
aten::as_strided,"[[22,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1
