operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar"",""""]",17034,32,"actual_capture,runtime"
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""","""",""""]",11043,52,"actual_capture,runtime"
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""","""",""Scalar""]",10,20,"actual_capture,runtime"
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""",""Scalar"",""""]",5434,0,actual_capture
aten::empty_like,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",129,0,actual_capture
aten::empty_like,"[[1,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::empty_like,"[[1,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",6,0,actual_capture
aten::empty_like,"[[1,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",258,0,actual_capture
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",390,0,actual_capture
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",129,0,actual_capture
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",3,0,actual_capture
aten::empty_like,"[[1,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",129,0,actual_capture
aten::empty_like,"[[1,512],[],[],[],[],[]]","[""int"","""","""","""",""Scalar"",""""]",42,0,actual_capture
aten::empty_like,"[[1,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",63,0,actual_capture
aten::empty_like,"[[1,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",63,0,actual_capture
aten::empty_like,"[[16,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[16,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",2,0,actual_capture
aten::empty_like,"[[16,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130,0,actual_capture
aten::empty_like,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[16,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",1,0,actual_capture
aten::empty_like,"[[16,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[16,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_like,"[[16,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar""]",10,20,"actual_capture,runtime"
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",4,16,"actual_capture,runtime"
aten::empty_like,"[[1],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",4,12,"actual_capture,runtime"
aten::empty_like,"[[2,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[2,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",2,0,actual_capture
aten::empty_like,"[[2,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130,0,actual_capture
aten::empty_like,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[2,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",1,0,actual_capture
aten::empty_like,"[[2,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[2,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_like,"[[2,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_like,"[[32,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[32,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",4,0,actual_capture
aten::empty_like,"[[32,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",172,0,actual_capture
aten::empty_like,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260,0,actual_capture
aten::empty_like,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[32,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",2,0,actual_capture
aten::empty_like,"[[32,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[32,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",42,0,actual_capture
aten::empty_like,"[[32,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",42,0,actual_capture
aten::empty_like,"[[4,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[4,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",2,0,actual_capture
aten::empty_like,"[[4,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130,0,actual_capture
aten::empty_like,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[4,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",1,0,actual_capture
aten::empty_like,"[[4,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[4,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_like,"[[4,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_like,"[[64,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[64,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",4,0,actual_capture
aten::empty_like,"[[64,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",172,0,actual_capture
aten::empty_like,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260,0,actual_capture
aten::empty_like,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[64,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",2,0,actual_capture
aten::empty_like,"[[64,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[64,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",42,0,actual_capture
aten::empty_like,"[[64,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",42,0,actual_capture
aten::empty_like,"[[8,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[8,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",2,0,actual_capture
aten::empty_like,"[[8,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86,0,actual_capture
aten::empty_like,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130,0,actual_capture
aten::empty_like,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[8,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",1,0,actual_capture
aten::empty_like,"[[8,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",43,0,actual_capture
aten::empty_like,"[[8,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_like,"[[8,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",21,0,actual_capture
aten::empty_strided,"[[],[],[],[],[],[]]","[""ScalarList"",""ScalarList"",""Scalar"",""Scalar"","""",""Scalar""]",4397,96,"actual_capture,runtime"
aten::expand,"[[1,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",3,0,actual_capture
aten::expand,"[[16,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",1,0,actual_capture
aten::expand,"[[1],[],[]]","[""int"",""ScalarList"",""Scalar""]",10,20,"actual_capture,runtime"
aten::expand,"[[1],[],[]]","[""long int"",""ScalarList"",""Scalar""]",10,20,"actual_capture,runtime"
aten::expand,"[[2,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",1,0,actual_capture
aten::expand,"[[32,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",2,0,actual_capture
aten::expand,"[[4,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",1,0,actual_capture
aten::expand,"[[64,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",2,0,actual_capture
aten::expand,"[[8,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",1,0,actual_capture
aten::expand_as,"[[1],[1]]","[""long int"",""int""]",10,20,"actual_capture,runtime"
aten::fill_,"[[0,128],[]]","[""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0,4096],[]]","[""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0,512],[]]","[""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::fill_,"[[0,8192],[]]","[""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""bool"",""bool""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""int"",""Scalar""]",2,8,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""int"",""int""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""long int"",""Scalar""]",55,20,"actual_capture,runtime"
aten::fill_,"[[1,512],[]]","[""int"",""int""]",42,0,actual_capture
aten::fill_,"[[16],[]]","[""long int"",""Scalar""]",5,0,actual_capture
aten::fill_,"[[1],[]]","[""int"",""Scalar""]",0,4,runtime
aten::fill_,"[[1],[]]","[""int"",""int""]",2,0,actual_capture
aten::fill_,"[[1],[]]","[""long int"",""Scalar""]",19,0,actual_capture
aten::fill_,"[[2],[]]","[""long int"",""Scalar""]",5,0,actual_capture
aten::fill_,"[[32],[]]","[""long int"",""Scalar""]",10,0,actual_capture
aten::fill_,"[[4],[]]","[""long int"",""Scalar""]",5,0,actual_capture
aten::fill_,"[[64],[]]","[""long int"",""Scalar""]",10,0,actual_capture
aten::fill_,"[[8191],[]]","[""int"",""int""]",4,8,"actual_capture,runtime"
aten::fill_,"[[8192],[]]","[""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::fill_,"[[8192],[]]","[""long int"",""Scalar""]",6,12,"actual_capture,runtime"
aten::fill_,"[[8],[]]","[""long int"",""Scalar""]",5,0,actual_capture
aten::fill_,"[[],[]]","[""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::flatten,"[[1,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",129,0,actual_capture
aten::flatten,"[[1,32768],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,runtime
aten::flatten,"[[1,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",3,0,actual_capture
aten::flatten,"[[12,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[1572864],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344,0,actual_capture
aten::flatten,"[[16,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[16,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::flatten,"[[192,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::flatten,"[[196608],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::flatten,"[[1],[],[]]","[""long int"",""Scalar"",""Scalar""]",10,20,"actual_capture,runtime"
aten::flatten,"[[2,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[2,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::flatten,"[[24,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[24576],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",516,0,actual_capture
aten::flatten,"[[32,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::flatten,"[[32,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",2,0,actual_capture
aten::flatten,"[[384,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::flatten,"[[393216],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::flatten,"[[4,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[4,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::flatten,"[[48,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[49152],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::flatten,"[[6,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",129,0,actual_capture
aten::flatten,"[[64,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::flatten,"[[64,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",2,0,actual_capture
aten::flatten,"[[786432],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344,0,actual_capture
aten::flatten,"[[8,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[8,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::flatten,"[[96,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::flatten,"[[98304],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::floor_divide,"[[1],[]]","[""int"",""long int""]",4,8,"actual_capture,runtime"
aten::ge,"[[1],[]]","[""int"",""Scalar""]",10,20,"actual_capture,runtime"
aten::ge,"[[1],[]]","[""long int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::index,"[[1,4096],[]]","[""c10::BFloat16"",""""]",3,4,"actual_capture,runtime"
aten::index,"[[16,4096],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index,"[[1],[]]","[""int"",""""]",0,4,runtime
aten::index,"[[2,4096],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index,"[[32,4096],[]]","[""c10::BFloat16"",""""]",2,0,actual_capture
aten::index,"[[4,4096],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index,"[[64,4096],[]]","[""c10::BFloat16"",""""]",2,0,actual_capture
aten::index,"[[8,4096],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index_select,"[[1],[],[1]]","[""long int"",""Scalar"",""int""]",10,20,"actual_capture,runtime"
aten::index_select,"[[32768],[],[1],[1]]","[""int"",""Scalar"",""long int"",""int""]",0,4,runtime
aten::is_pinned,"[[1],[]]","[""int"",""""]",4,8,"actual_capture,runtime"
aten::is_pinned,"[[1],[]]","[""long int"",""""]",10,20,"actual_capture,runtime"
aten::item,[[]],"[""bool""]",10,20,"actual_capture,runtime"
aten::item,[[]],"[""double""]",2365,0,actual_capture
aten::item,[[]],"[""int""]",52,20,"actual_capture,runtime"
aten::item,[[]],"[""long int""]",10,20,"actual_capture,runtime"
aten::lift_fresh,[[1]],"[""int""]",4,12,"actual_capture,runtime"
aten::lift_fresh,[[1]],"[""long int""]",11,4,"actual_capture,runtime"
aten::lift_fresh,[[]],"[""bool""]",2,4,"actual_capture,runtime"
aten::lift_fresh,[[]],"[""double""]",2365,0,actual_capture
aten::lift_fresh,[[]],"[""int""]",50,12,"actual_capture,runtime"
aten::linear,"[[1,4096],[16160,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",0,4,runtime
aten::linear,"[[1,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",63,0,actual_capture
aten::linear,"[[16,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",21,0,actual_capture
aten::linear,"[[2,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",21,0,actual_capture
aten::linear,"[[32,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",42,0,actual_capture
aten::linear,"[[4,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",21,0,actual_capture
aten::linear,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",42,0,actual_capture
aten::linear,"[[8,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",21,0,actual_capture
aten::lt,"[[1],[1]]","[""int"",""int""]",2,4,"actual_capture,runtime"
aten::masked_fill_,"[[1,4096],[1,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",3,0,actual_capture
aten::masked_fill_,"[[16,4096],[16,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",1,0,actual_capture
aten::masked_fill_,"[[2,4096],[2,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",1,0,actual_capture
aten::masked_fill_,"[[32,4096],[32,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",2,0,actual_capture
aten::masked_fill_,"[[4,4096],[4,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",1,0,actual_capture
aten::masked_fill_,"[[64,4096],[64,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",2,0,actual_capture
aten::masked_fill_,"[[8,4096],[8,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",1,0,actual_capture
aten::max,[[1]],"[""int""]",2,4,"actual_capture,runtime"
aten::mean,"[[1,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",3,0,actual_capture
aten::mean,"[[16,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",1,0,actual_capture
aten::mean,"[[2,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",1,0,actual_capture
aten::mean,"[[32,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",2,0,actual_capture
aten::mean,"[[4,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",1,0,actual_capture
aten::mean,"[[64,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",2,0,actual_capture
aten::mean,"[[8,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",1,0,actual_capture
aten::min,[[1]],"[""int""]",2,4,"actual_capture,runtime"
aten::mm,"[[1,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",60,0,actual_capture
aten::mm,"[[1,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",63,0,actual_capture
aten::mm,"[[1,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",129,0,actual_capture
aten::mm,"[[1,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",63,0,actual_capture
aten::mm,"[[16,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",20,0,actual_capture
aten::mm,"[[16,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::mm,"[[16,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::mm,"[[16,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::mm,"[[2,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",20,0,actual_capture
aten::mm,"[[2,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::mm,"[[2,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::mm,"[[2,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::mm,"[[32,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",40,0,actual_capture
aten::mm,"[[32,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",42,0,actual_capture
aten::mm,"[[32,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86,0,actual_capture
aten::mm,"[[32,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",42,0,actual_capture
aten::mm,"[[4,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",20,0,actual_capture
aten::mm,"[[4,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::mm,"[[4,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::mm,"[[4,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::mm,"[[64,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",40,0,actual_capture
aten::mm,"[[64,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",42,0,actual_capture
aten::mm,"[[64,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86,0,actual_capture
aten::mm,"[[64,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",42,0,actual_capture
aten::mm,"[[8,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",20,0,actual_capture
aten::mm,"[[8,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::mm,"[[8,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::mm,"[[8,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",21,0,actual_capture
aten::movedim,"[[8,1,16160],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",0,4,runtime
aten::movedim,"[[8,1,16160],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",0,4,runtime
aten::mul,"[[1,4096],[1,1]]","[""float"",""float""]",3,0,actual_capture
aten::mul,"[[1,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",3,0,actual_capture
aten::mul,"[[16,4096],[16,1]]","[""float"",""float""]",1,0,actual_capture
aten::mul,"[[16,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::mul,"[[2,4096],[2,1]]","[""float"",""float""]",1,0,actual_capture
aten::mul,"[[2,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::mul,"[[32,4096],[32,1]]","[""float"",""float""]",2,0,actual_capture
aten::mul,"[[32,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",2,0,actual_capture
aten::mul,"[[4,4096],[4,1]]","[""float"",""float""]",1,0,actual_capture
aten::mul,"[[4,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::mul,"[[64,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",2,0,actual_capture
aten::mul,"[[64,4096],[64,1]]","[""float"",""float""]",2,0,actual_capture
aten::mul,"[[8,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::mul,"[[8,4096],[8,1]]","[""float"",""float""]",1,0,actual_capture
aten::mul_,"[[1,6],[]]","[""float"",""double""]",129,0,actual_capture
aten::mul_,"[[16,6],[]]","[""float"",""double""]",43,0,actual_capture
aten::mul_,"[[2,6],[]]","[""float"",""double""]",43,0,actual_capture
aten::mul_,"[[32,6],[]]","[""float"",""double""]",86,0,actual_capture
aten::mul_,"[[4,6],[]]","[""float"",""double""]",43,0,actual_capture
aten::mul_,"[[64,6],[]]","[""float"",""double""]",86,0,actual_capture
aten::mul_,"[[8,6],[]]","[""float"",""double""]",43,0,actual_capture
aten::narrow,"[[2],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar""]",8,16,"actual_capture,runtime"
aten::new_empty,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",321,0,actual_capture
aten::new_empty,"[[1,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",129,0,actual_capture
aten::new_empty,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",258,0,actual_capture
aten::new_empty,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",1161,0,actual_capture
aten::new_empty,"[[1,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",129,0,actual_capture
aten::new_empty,"[[1,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",258,0,actual_capture
