operator,input_shapes,input_dtypes,metadata_status,call_count
aten::as_strided,"[[40],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[42],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[44],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[46],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[48],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[50],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[52],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[54],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[56],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[58],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[60],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[62],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[63],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[8,1,16160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[8,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2
aten::as_strided,"[[8,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2
aten::as_strided,"[[8,4096],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2
aten::as_strided,"[[8,8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2
aten::as_strided,"[[8],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2
aten::clamp,"[[11,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[13,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[15,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[17,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[19,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[2,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[21,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[23,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[25,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[27,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[29,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[3,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[31,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[33,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[35,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[37,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[39,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[4,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[41,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[43,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[45,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[47,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[49,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[5,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[51,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[53,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[55,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[57,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[59,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[61,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[63,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[7,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp,"[[9,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[1,4096],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[11,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[13,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[15,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[17,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[19,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[2,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[21,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[23,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[25,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[27,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[29,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[3,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[31,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[33,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[35,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[37,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[39,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[4,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[41,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[43,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[45,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[47,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[49,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[5,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[51,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[53,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[55,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[57,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[59,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[61,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[63,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[7,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[8,4096],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::clamp_,"[[9,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2
aten::copy_,"[[1,128],[1,128],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[1,129280],[1,129280],[]]","[""float"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[1,1],[1,1],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[1,4096],[1,4096],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[1,8192],[1,8192],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[10,512],[10,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[10],[10],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[10],[],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[11,512],[11,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[12,512],[12,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[12],[12],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[12],[],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[13,512],[13,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[14,512],[14,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[14],[14],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[14],[],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[15,512],[15,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[16,512],[16,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[17,512],[17,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[18,512],[18,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[18],[18],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[19,512],[19,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[1],[],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[2,512],[2,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[20,512],[20,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[20],[20],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[21,512],[21,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[22,512],[22,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[22],[22],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[23,512],[23,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[24,512],[24,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[24],[24],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[25,512],[25,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[26,512],[26,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[26],[26],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[27,512],[27,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[28,512],[28,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[28],[28],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[29,512],[29,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[3,512],[3,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[30,512],[30,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[30],[30],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[31,512],[31,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[32,512],[32,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[33,512],[33,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[34,512],[34,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[34],[34],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[35,512],[35,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[36,512],[36,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[36],[36],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[37,512],[37,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[38,512],[38,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[38],[38],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[39,512],[39,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[4,512],[4,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[40,512],[40,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[4096],[4096],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[40],[40],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[41,512],[41,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[42,512],[42,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[42],[42],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[43,512],[43,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[44,512],[44,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[44],[44],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[45,512],[45,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[46,512],[46,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[46],[46],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[47,512],[47,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[48,512],[48,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[48],[48],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[49,512],[49,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[5,512],[5,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[50,512],[50,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[5089],[5089],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[50],[50],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[51,512],[51,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[52,512],[52,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[52],[52],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[53,512],[53,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[54,512],[54,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[54],[54],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[55,512],[55,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[56,512],[56,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[56],[56],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[57,512],[57,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[58,512],[58,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[58],[58],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[59,512],[59,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[6,512],[6,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[60,512],[60,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[60],[60],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[61,512],[61,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[62,512],[62,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[62],[62],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[6],[6],[]]","[""long int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[7,512],[7,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[8,512],[8,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[8],[],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,2
aten::copy_,"[[9,512],[9,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2
aten::detach,[[1]],"[""int""]",shape_and_dtype,2
aten::detach_,[[32]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[34]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[36]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[38]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[40]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[42]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[44]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[46]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[48]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[50]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[52]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[54]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[56]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[58]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[60]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[62]],"[""long int""]",shape_and_dtype,2
aten::detach_,[[63]],"[""long int""]",shape_and_dtype,2
aten::diff,"[[2],[],[],[],[],[1]]","[""int"",""Scalar"",""Scalar"","""","""",""int""]",shape_and_dtype,2
aten::diff,"[[5],[],[],[],[],[4]]","[""int"",""Scalar"",""Scalar"","""","""",""int""]",shape_and_dtype,2
aten::diff,"[[5],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""",""""]",shape_and_dtype,2
aten::empty_like,"[[11,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[13,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[15,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[17,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[19,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[2,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[21,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[23,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[25,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[27,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[29,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[3,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[31,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[33,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[35,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[37,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[39,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[4,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[4096,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[41,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[43,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[45,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[47,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[49,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[5,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[5089,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[51,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[53,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[55,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[57,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[59,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[61,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[63,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[63],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[7,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::empty_like,"[[9,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2
aten::fill_,"[[1,128],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[1,4096],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[1,8192],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[10,128],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[10,4096],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[10,8192],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[10],[]]","[""bool"",""bool""]",shape_and_dtype,2
aten::fill_,"[[10],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[11],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[12,128],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[12,4096],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[12,8192],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[12],[]]","[""bool"",""bool""]",shape_and_dtype,2
aten::fill_,"[[12],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[13],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[14,128],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[14,4096],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[14,8192],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[14],[]]","[""bool"",""bool""]",shape_and_dtype,2
aten::fill_,"[[14],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[15],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[16,512],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[16],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[17],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[18,512],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[18],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[19],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[1],[]]","[""bool"",""bool""]",shape_and_dtype,2
aten::fill_,"[[20,512],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[20],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[21],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[22,512],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[22],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[23],[]]","[""int"",""Scalar""]",shape_and_dtype,2
aten::fill_,"[[24,512],[]]","[""int"",""Scalar""]",shape_and_dtype,2
